SRR8732217;Yanomami
SRR8732218;Yanomami
SRR8732219;Yanomami
SRR8732220;Yanomami
SRR8732221;Yanomami
SRR8732222;Yanomami
SRR8732223;Yanomami
SRR8732224;Yanomami
SRR8732225;Yanomami
SRR8732226;Yanomami
SRR8732227;Yanomami
SRR8732228;Yanomami
SRR8732229;Yanomami
SRR8732230;Yanomami
SRR8732231;Yanomami
