DATASET_HEATMAP
SEPARATOR TAB
DATASET_LABEL	Prévalence
COLOR	#0000ff
FIELD_LABELS	Prévalence
FIELD_COLORS	#edf8b1

LEGEND_TITLE	Prévalence
LEGEND_COLORS	#ffffcc	#800026
LEGEND_LABELS	Basse	Haute

DATA
ERR7738185_bin.11	0.302857142857143
SRR1761696_bin.22	0.154285714285714
SRR17643478_bin.21	0.234285714285714
ERR7738515_bin.26	0.102857142857143
ERR7738276_bin.6	0.262857142857143
SRR17643462_bin.9	0.571428571428571
ERR7746440_bin.19	0.24
SRR17643507_bin.13	0.434285714285714
SRR17643458_bin.24	0.348571428571429
ERR7738612_bin.96	0.0114285714285714
SRR17643938_bin.2	0.245714285714286
ERR7738611_bin.19	0.337142857142857
ERR7738353_bin.30	0.657142857142857
SRR17643919_bin.30	0.514285714285714
SRR1761679_bin.28	0.474285714285714
SRR17643809_bin.5	0.457142857142857
SRR1761721_bin.16	0.217142857142857
SRR17643467_bin.18	0.708571428571429
ERR7738196_bin.7	0.365714285714286
SRR17643913_bin.19	0.114285714285714
ERR7738182_bin.22	0.314285714285714
ERR7738276_bin.34	0.691428571428571
SRR1761695_bin.19	0.622857142857143
SRR1761686_bin.8	0.24
ERR7738562_bin.1	0.405714285714286
ERR7738514_bin.107	0.64
ERR7738545_bin.31	0.365714285714286
ERR7738937_bin.22	0.234285714285714
SRR1761688_bin.7	0.674285714285714
ERR7738612_bin.103	0.182857142857143
SRR1761704_bin.14	0.245714285714286
ERR7738937_bin.9	0.234285714285714
SRR1761703_bin.12	0.131428571428571
ERR7738545_bin.55	0.354285714285714
ERR7738547_bin.3	0.331428571428571
SRR17643504_bin.12	0.628571428571429
ERR7738514_bin.20	0.331428571428571
ERR11604935_bin.1	0.388571428571429
SRR1761720_bin.12	0.245714285714286
SRR17643794_bin.13	0.565714285714286
ERR7738515_bin.42	0.342857142857143
ERR7738547_bin.56	0.628571428571429
ERR7745787_bin.106	0.217142857142857
ERR7738580_bin.111	0.205714285714286
SRR1761686_bin.2	0.137142857142857
SRR1761699_bin.30	0.234285714285714
ERR11604942_bin.6	0.188571428571429
ERR7738616_bin.15	0.0857142857142857
SRR1761718_bin.12	0.405714285714286
SRR17643804_bin.15	0.565714285714286
ERR7738196_bin.6	0.331428571428571
ERR11604934_bin.12	0.365714285714286
ERR7738558_bin.89	0.12
ERR7738143_bin.9	0.108571428571429
SRR1761684_bin.3	0.171428571428571
SRR17643479_bin.14	0.525714285714286
ERR7738514_bin.103	0.32
ERR7738549_bin.34	0.0228571428571429
ERR7746398_bin.71	0.154285714285714
SRR1761705_bin.10	0.16
ERR7738158_bin.23	0.234285714285714
SRR1761689_bin.13	0.314285714285714
SRR1761712_bin.21	0.165714285714286
SRR1761698_bin.3	0.217142857142857
ERR7738580_bin.34	0.257142857142857
SRR17643467_bin.25	0.468571428571429
SRR17643458_bin.7	0.617142857142857
SRR17643919_bin.11	0.28
SRR17643913_bin.8	0.217142857142857
SRR1761700_bin.13	0.211428571428571
ERR7738580_bin.100	0.0685714285714286
ERR7738143_bin.83	0.0457142857142857
ERR7738547_bin.68	0.28
SRR17643462_bin.18	0.0628571428571429
ERR11604944_bin.4	0.114285714285714
SRR1761720_bin.13	0.16
ERR7738215_bin.89	0.102857142857143
ERR7738537_bin.87	0.217142857142857
SRR1761679_bin.2	0.445714285714286
SRR17643913_bin.15	0.0742857142857143
ERR11604933_bin.15	0.217142857142857
ERR7738562_bin.64	0.542857142857143
ERR7738549_bin.36	0.0857142857142857
SRR1761705_bin.9	0.0171428571428571
ERR7738253_bin.16	0.217142857142857
ERR7738938_bin.92	0.102857142857143
ERR7738622_bin.35	0.142857142857143
SRR17643479_bin.10	0.0971428571428571
ERR7738622_bin.95	0.222857142857143
SRR1761681_bin.10	0.0457142857142857
ERR7746440_bin.41	0.342857142857143
ERR7738562_bin.46	0.108571428571429
SRR1761681_bin.18	0.222857142857143
ERR7738558_bin.58	0.154285714285714
ERR7746398_bin.79	0.234285714285714
ERR7738608_bin.101	0.245714285714286
ERR7738549_bin.40	0.0971428571428571
SRR1761705_bin.15	0.222857142857143
ERR7745836_bin.21	0.262857142857143
ERR7738578_bin.27	0.211428571428571
ERR7738143_bin.71	0.325714285714286
ERR7738597_bin.50	0.542857142857143
ERR7738594_bin.141	0.302857142857143
ERR7738196_bin.20	0.16
ERR11604933_bin.5	0.171428571428571
ERR11604950_bin.2	0.228571428571429
SRR1761699_bin.15	0.377142857142857
SRR1761707_bin.22	0.24
SRR17643459_bin.2	0.182857142857143
ERR7738608_bin.99	0.102857142857143
ERR7745402_bin.49	0.205714285714286
ERR7745819_bin.78	0.594285714285714
SRR17643919_bin.2	0.188571428571429
ERR7745787_bin.111	0.205714285714286
SRR17643968_bin.38	0.514285714285714
SRR17643989_bin.5	0.217142857142857
ERR7746398_bin.102	0.0285714285714286
ERR7738514_bin.6	0.348571428571429
SRR1761678_bin.29	0.331428571428571
SRR1761692_bin.10	0.354285714285714
SRR17643968_bin.17	0.382857142857143
ERR7738580_bin.20	0.114285714285714
ERR7738545_bin.29	0.16
SRR17643989_bin.19	0.24
SRR1761676_bin.1	0.0057142857142857
ERR7738229_bin.28	0.114285714285714
SRR1761719_bin.2	0.0342857142857143
SRR1761700_bin.16	0.371428571428571
SRR1761695_bin.6	0.12
ERR7738578_bin.33	0.285714285714286
SRR1761704_bin.15	0.291428571428571
ERR7738553_bin.51	0.291428571428571
ERR7738267_bin.16	0.188571428571429
ERR7738166_bin.53	0.32
ERR7746398_bin.82	0.165714285714286
ERR7738622_bin.34	0.114285714285714
ERR7738622_bin.104	0.131428571428571
ERR7738276_bin.42	0.177142857142857
ERR7738515_bin.11	0.0171428571428571
SRR8732230_bin.2	0.0457142857142857
ERR7738937_bin.52	0.594285714285714
ERR7738143_bin.69	0.222857142857143
ERR7746440_bin.26	0.0457142857142857
ERR7745819_bin.25	0.457142857142857
SRR17643531_bin.22	0.697142857142857
SRR1761691_bin.1	0.457142857142857
ERR7738182_bin.45	0.222857142857143
SRR1761680_bin.28	0.0342857142857143
SRR17643466_bin.1	0.245714285714286
ERR11604944_bin.2	0.28
ERR7738547_bin.44	0.428571428571429
ERR7738537_bin.13	0.0457142857142857
ERR7738578_bin.2	0.354285714285714
SRR17643467_bin.5	0.268571428571429
SRR17643924_bin.15	0.565714285714286
SRR1761702_bin.4	0.16
ERR7738514_bin.83	0.342857142857143
ERR7745402_bin.34	0.405714285714286
SRR1761689_bin.1	0.342857142857143
ERR7738611_bin.123	0.137142857142857
ERR7738267_bin.7	0.125714285714286
ERR7738253_bin.81	0.04
ERR7745819_bin.16	0.222857142857143
ERR11604947_bin.3	0.222857142857143
ERR7738938_bin.85	0.234285714285714
ERR7738562_bin.33	0.0628571428571429
SRR1761685_bin.4	0.0685714285714286
SRR1761685_bin.6	0.205714285714286
SRR1761708_bin.12	0.154285714285714
SRR17643452_bin.13	0.24
ERR7738578_bin.67	0.44
SRR1761709_bin.15	0.205714285714286
SRR1761689_bin.16	0.16
SRR17643652_bin.26	0.125714285714286
SRR1761719_bin.5	0.177142857142857
ERR7738597_bin.16	0.211428571428571
ERR7738182_bin.25	0.165714285714286
ERR7738546_bin.31	0.0457142857142857
ERR7738597_bin.61	0.234285714285714
SRR1761696_bin.2	0.314285714285714
SRR1761707_bin.28	0.217142857142857
SRR1761702_bin.2	0.131428571428571
ERR7745596_bin.30	0.182857142857143
ERR7738182_bin.31	0.177142857142857
SRR17644085_bin.12	0.228571428571429
SRR17643968_bin.45	0.32
SRR1761707_bin.21	0.24
ERR7738537_bin.90	0.0971428571428571
ERR7738578_bin.65	0.0171428571428571
ERR7738215_bin.49	0.0914285714285714
ERR7738611_bin.155	0.165714285714286
ERR7738622_bin.50	0.291428571428571
SRR17643989_bin.2	0.405714285714286
ERR11604932_bin.3	0.177142857142857
ERR7738276_bin.17	0.297142857142857
ERR7738608_bin.14	0.234285714285714
SRR1761676_bin.4	0.125714285714286
ERR7738622_bin.52	0.0914285714285714
SRR17643520_bin.2	0.434285714285714
ERR7738578_bin.66	0.342857142857143
ERR7745402_bin.1	0.0971428571428571
ERR7738267_bin.24	0.182857142857143
SRR1761703_bin.22	0.354285714285714
ERR7738143_bin.12	0.131428571428571
ERR7738547_bin.42	0.337142857142857
ERR7738608_bin.16	0.32
SRR17643474_bin.18	0.405714285714286
ERR7738166_bin.117	0.377142857142857
ERR7738353_bin.56	0.0628571428571429
ERR7738546_bin.17	0.217142857142857
ERR7738630_bin.159	0.108571428571429
ERR7738578_bin.87	0.508571428571429
SRR17643919_bin.18	0.0742857142857143
ERR7738616_bin.70	0.24
ERR7738549_bin.50	0.308571428571429
ERR7738537_bin.124	0.274285714285714
ERR7746398_bin.58	0.148571428571429
SRR8732230_bin.1	0.0342857142857143
ERR7738604_bin.28	0.0914285714285714
ERR7738514_bin.78	0.125714285714286
ERR7738937_bin.60	0.0342857142857143
ERR7738276_bin.43	0.234285714285714
ERR7738166_bin.46	0.171428571428571
ERR7738537_bin.48	0.274285714285714
ERR7738143_bin.16	0.148571428571429
ERR7738597_bin.83	0.274285714285714
SRR17643458_bin.2	0.297142857142857
SRR1761714_bin.4	0.194285714285714
ERR7745836_bin.3	0.08
ERR7738630_bin.120	0.251428571428571
ERR11604936_bin.14	0.148571428571429
ERR7738553_bin.29	0.342857142857143
SRR1761690_bin.14	0.0114285714285714
ERR7738612_bin.56	0.274285714285714
SRR17643452_bin.7	0.165714285714286
ERR7745596_bin.13	0.28
SRR1761689_bin.15	0.251428571428571
SRR1761683_bin.8	0.142857142857143
ERR7738549_bin.56	0.154285714285714
SRR1761699_bin.7	0.217142857142857
ERR7738166_bin.118	0.131428571428571
ERR7738938_bin.52	0.0285714285714286
SRR17643479_bin.13	0.234285714285714
SRR1761698_bin.6	0.131428571428571
ERR11604941_bin.15	0.177142857142857
ERR7738938_bin.75	0.331428571428571
ERR7738143_bin.88	0.125714285714286
ERR7738545_bin.35	0.297142857142857
ERR7738562_bin.31	0.228571428571429
SRR1761691_bin.2	0.142857142857143
SRR17643479_bin.6	0.08
ERR7745402_bin.22	0.302857142857143
ERR7738624_bin.207	0.102857142857143
SRR17643968_bin.7	0.342857142857143
ERR7738611_bin.93	0.0914285714285714
ERR7738937_bin.73	0.245714285714286
ERR7738547_bin.54	0.131428571428571
ERR7738353_bin.12	0.0571428571428571
SRR1761710_bin.4	0.251428571428571
ERR7738611_bin.2	0.12
ERR7738143_bin.68	0.08
ERR7738515_bin.33	0.0742857142857143
SRR17643913_bin.14	0.165714285714286
SRR1761712_bin.15	0.194285714285714
ERR7738604_bin.2	0.16
ERR7738611_bin.3	0.0228571428571429
ERR7738166_bin.88	0.285714285714286
ERR7738622_bin.15	0.0342857142857143
SRR1761698_bin.14	0.274285714285714
ERR7738166_bin.27	0.0914285714285714
ERR7738612_bin.59	0.371428571428571
ERR7738630_bin.80	0.114285714285714
ERR7738578_bin.52	0.0628571428571429
ERR7738553_bin.83	0.108571428571429
ERR7738611_bin.103	0.211428571428571
ERR7738514_bin.47	0.142857142857143
ERR7738558_bin.12	0.0857142857142857
ERR11604928_bin.3	0.148571428571429
ERR7738612_bin.72	0.0514285714285714
ERR7738937_bin.70	0.388571428571429
ERR7745402_bin.20	0.16
SRR17643452_bin.22	0.217142857142857
SRR1761716_bin.14	0.0571428571428571
ERR7738562_bin.25	0.08
ERR7738562_bin.61	0.182857142857143
ERR7738937_bin.30	0.0628571428571429
ERR7745402_bin.78	0.0628571428571429
SRR17643938_bin.3	0.154285714285714
SRR17643968_bin.23	0.262857142857143
ERR7738166_bin.9	0.171428571428571
SRR17643790_bin.1	0.274285714285714
SRR1761713_bin.2	0.148571428571429
ERR7738547_bin.50	0.234285714285714
SRR1761706_bin.13	0.0914285714285714
SRR17643458_bin.18	0.382857142857143
ERR7738514_bin.89	0.0971428571428571
ERR7738937_bin.74	0.394285714285714
ERR7738578_bin.15	0.485714285714286
ERR7738612_bin.133	0.12
ERR7745836_bin.28	0.148571428571429
SRR17643657_bin.28	0.0742857142857143
ERR7738612_bin.114	0.0114285714285714
ERR11604936_bin.8	0.154285714285714
ERR7738597_bin.42	0.04
ERR7738182_bin.8	0.131428571428571
ERR7738630_bin.3	0.0457142857142857
ERR7738276_bin.41	0.171428571428571
ERR7745402_bin.38	0.234285714285714
ERR7738558_bin.15	0.114285714285714
SRR1761717_bin.8	0.102857142857143
SRR1761678_bin.21	0.148571428571429
ERR7746440_bin.68	0.182857142857143
ERR7738143_bin.35	0.0971428571428571
SRR1761712_bin.9	0.0685714285714286
ERR11604937_bin.10	0.182857142857143
ERR7738547_bin.65	0.331428571428571
ERR7738611_bin.8	0.142857142857143
ERR7738353_bin.23	0.0571428571428571
SRR1761707_bin.20	0.0571428571428571
ERR7738580_bin.24	0.108571428571429
SRR1761696_bin.24	0.222857142857143
ERR7738143_bin.38	0.188571428571429
ERR7738612_bin.49	0.0114285714285714
SRR1761676_bin.10	0.0114285714285714
ERR7738580_bin.93	0.325714285714286
ERR7738546_bin.4	0.0057142857142857
SRR1761676_bin.13	0.0514285714285714
ERR7738514_bin.26	0.211428571428571
ERR11604933_bin.9	0.257142857142857
ERR7738608_bin.7	0.24
ERR7738166_bin.75	0.24
ERR7738553_bin.16	0.371428571428571
ERR7738597_bin.57	0.302857142857143
ERR7738196_bin.9	0.154285714285714
SRR1761707_bin.3	0.257142857142857
SRR1761708_bin.2	0.142857142857143
SRR1761696_bin.4	0.142857142857143
ERR7738553_bin.9	0.171428571428571
SRR17643452_bin.17	0.165714285714286
ERR7738166_bin.103	0.337142857142857
ERR7738553_bin.20	0.04
SRR17643809_bin.13	0.0971428571428571
ERR7738629_bin.36	0.108571428571429
ERR7746398_bin.78	0.0914285714285714
ERR7738620_bin.37	0.142857142857143
SRR17643531_bin.9	0.217142857142857
ERR7745787_bin.75	0.177142857142857
ERR7738537_bin.14	0.171428571428571
ERR7738937_bin.24	0.434285714285714
ERR7738624_bin.134	0.0342857142857143
ERR7738612_bin.46	0.177142857142857
SRR17643790_bin.13	0.182857142857143
ERR7738185_bin.14	0.177142857142857
ERR7738616_bin.9	0.148571428571429
ERR7738629_bin.75	0.142857142857143
ERR7738622_bin.21	0.0285714285714286
ERR7738549_bin.61	0.194285714285714
SRR17643458_bin.15	0.342857142857143
ERR7738608_bin.140	0.371428571428571
ERR7738277_bin.39	0.182857142857143
SRR17643458_bin.23	0.428571428571429
SRR17643792_bin.36	0.08
ERR7738546_bin.76	0.297142857142857
ERR7745402_bin.24	0.171428571428571
ERR7738620_bin.9	0.234285714285714
ERR7738277_bin.13	0.268571428571429
ERR7738594_bin.110	0.0514285714285714
ERR7738158_bin.12	0.131428571428571
ERR7738608_bin.8	0.257142857142857
ERR7738553_bin.19	0.0914285714285714
SRR17643478_bin.25	0.0971428571428571
SRR1761693_bin.23	0.0914285714285714
ERR7738558_bin.64	0.177142857142857
ERR7738215_bin.36	0.137142857142857
ERR11604952_bin.12	0.16
SRR1761711_bin.14	0.12
ERR7738620_bin.11	0.0571428571428571
SRR17643462_bin.8	0.16
SRR17643790_bin.2	0.2
ERR7738253_bin.4	0.0971428571428571
ERR7738624_bin.200	0.0285714285714286
ERR7738608_bin.98	0.325714285714286
ERR7738616_bin.78	0.171428571428571
SRR17643919_bin.9	0.205714285714286
SRR1761705_bin.7	0.182857142857143
ERR11604939_bin.12	0.154285714285714
SRR17643792_bin.26	0.28
ERR7738630_bin.169	0.0914285714285714
ERR7738624_bin.65	0.0971428571428571
ERR7738620_bin.45	0.0114285714285714
ERR7738185_bin.38	0.16
ERR7738629_bin.45	0.125714285714286
ERR7745596_bin.23	0.182857142857143
ERR7738620_bin.33	0.0914285714285714
ERR7746398_bin.18	0.0285714285714286
ERR7738611_bin.74	0.0114285714285714
SRR1761715_bin.19	0.177142857142857
ERR7738562_bin.6	0.148571428571429
ERR7738620_bin.46	0.262857142857143
ERR7738608_bin.111	0.257142857142857
ERR7738624_bin.9	0.182857142857143
ERR7738937_bin.36	0.0514285714285714
ERR7738630_bin.76	0.08
SRR1761695_bin.16	0.142857142857143
ERR7738166_bin.24	0.108571428571429
ERR7738612_bin.115	0.165714285714286
ERR7738196_bin.31	0.28
SRR17643804_bin.25	0.262857142857143
ERR7738558_bin.108	0.154285714285714
ERR7738608_bin.95	0.154285714285714
ERR11604940_bin.7	0.165714285714286
ERR7738624_bin.5	0.08
ERR7738253_bin.121	0.182857142857143
ERR7738515_bin.38	0.0285714285714286
ERR7738166_bin.20	0.108571428571429
ERR7738937_bin.91	0.131428571428571
SRR1761698_bin.21	0.0971428571428571
ERR11604951_bin.4	0.177142857142857
ERR7738630_bin.115	0.142857142857143
ERR7738612_bin.58	0.137142857142857
ERR7738558_bin.73	0.382857142857143
SRR1761713_bin.12	0.0914285714285714
ERR7738549_bin.20	0.108571428571429
ERR7738622_bin.75	0.154285714285714
ERR7738253_bin.122	0.04
ERR7738353_bin.27	0.0685714285714286
ERR7738630_bin.125	0.125714285714286
SRR1761699_bin.26	0.0685714285714286
SRR1761713_bin.20	0.108571428571429
SRR1761703_bin.10	0.177142857142857
ERR7738630_bin.172	0.0685714285714286
SRR17643508_bin.13	0.12
ERR7738624_bin.124	0.217142857142857
ERR7738580_bin.75	0.171428571428571
ERR7745402_bin.89	0.102857142857143
SRR17643989_bin.10	0.0742857142857143
ERR7738604_bin.9	0.142857142857143
ERR7738630_bin.112	0.0742857142857143
SRR1761687_bin.26	0.16
ERR7738622_bin.28	0.108571428571429
ERR7738611_bin.109	0.165714285714286
ERR7738276_bin.59	0.182857142857143
ERR7738612_bin.90	0.0057142857142857
SRR17643504_bin.17	0.131428571428571
ERR7738549_bin.51	0.148571428571429
ERR7738553_bin.34	0.0685714285714286
ERR7738515_bin.32	0.422857142857143
ERR7738937_bin.16	0.371428571428571
ERR7738608_bin.159	0.137142857142857
SRR1761678_bin.7	0.108571428571429
ERR7738549_bin.45	0.331428571428571
ERR11604948_bin.9	0.217142857142857
ERR7738158_bin.60	0.0514285714285714
SRR1761709_bin.10	0.0628571428571429
ERR7738629_bin.74	0.0285714285714286
ERR7738158_bin.32	0.171428571428571
ERR7738537_bin.25	0.182857142857143
ERR7738611_bin.151	0.182857142857143
ERR7738620_bin.70	0.354285714285714
ERR7738608_bin.121	0.08
SRR17643913_bin.16	0.0628571428571429
SRR17643508_bin.4	0.154285714285714
SRR17643452_bin.16	0.108571428571429
ERR7738616_bin.62	0.0685714285714286
SRR1761693_bin.5	0.0742857142857143
ERR7738624_bin.42	0.0228571428571429
SRR17643924_bin.24	0.0628571428571429
ERR7738558_bin.14	0.131428571428571
ERR7738143_bin.65	0.0514285714285714
SRR1761699_bin.28	0.165714285714286
ERR7738580_bin.69	0.0514285714285714
ERR7738166_bin.38	0.257142857142857
ERR7738622_bin.12	0.0457142857142857
ERR7745787_bin.54	0.0742857142857143
SRR1761697_bin.18	0.0857142857142857
ERR7738624_bin.57	0.0342857142857143
SRR17643933_bin.7	0.131428571428571
ERR7738937_bin.87	0.0914285714285714
ERR7738608_bin.123	0.165714285714286
ERR7745787_bin.59	0.24
ERR7738604_bin.75	0.108571428571429
ERR11604943_bin.1	0.0914285714285714
ERR7738604_bin.18	0.142857142857143
ERR7738608_bin.13	0.16
SRR1761714_bin.8	0.0514285714285714
ERR7738597_bin.38	0.0285714285714286
SRR1761701_bin.12	0.0114285714285714
SRR1761702_bin.18	0.114285714285714
ERR7738253_bin.26	0.12
SRR1761693_bin.1	0.171428571428571
ERR7738546_bin.1	0.131428571428571
SRR1761695_bin.8	0.0457142857142857
ERR7738937_bin.64	0.314285714285714
ERR7738196_bin.44	0.148571428571429
ERR7738624_bin.153	0.0514285714285714
ERR7738616_bin.76	0.217142857142857
ERR7745787_bin.34	0.0971428571428571
ERR7738608_bin.89	0.108571428571429
SRR17643458_bin.8	0.245714285714286
SRR17643938_bin.22	0.245714285714286
ERR11604949_bin.11	0.04
ERR7738546_bin.99	0.234285714285714
ERR7745787_bin.100	0.165714285714286
ERR7738612_bin.18	0.148571428571429
ERR7745787_bin.9	0.0914285714285714
ERR7738547_bin.36	0.0171428571428571
ERR7738937_bin.89	0.0742857142857143
ERR7738622_bin.87	0.16
ERR7738937_bin.5	0.0228571428571429
ERR7738624_bin.97	0.114285714285714
ERR7738937_bin.28	0.274285714285714
ERR7738630_bin.180	0.0342857142857143
ERR7738353_bin.37	0.211428571428571
SRR1761712_bin.3	0.131428571428571
ERR7738553_bin.85	0.0571428571428571
ERR7738537_bin.78	0.262857142857143
ERR7738622_bin.152	0.0571428571428571
ERR7738143_bin.85	0.0971428571428571
ERR7738578_bin.34	0.394285714285714
SRR1761719_bin.16	0.222857142857143
ERR7738558_bin.80	0.0457142857142857
ERR7738578_bin.1	0.0685714285714286
ERR7738620_bin.30	0.371428571428571
ERR7746398_bin.12	0.16
ERR7738604_bin.111	0.0914285714285714
ERR7738196_bin.3	0.125714285714286
ERR7738630_bin.47	0.0914285714285714
SRR17643482_bin.1	0.0628571428571429
ERR7738630_bin.70	0.182857142857143
ERR7738185_bin.59	0.137142857142857
ERR7738158_bin.34	0.131428571428571
ERR7745787_bin.21	0.0571428571428571
ERR7738604_bin.20	0.0685714285714286
SRR1761684_bin.8	0.0114285714285714
ERR7738608_bin.81	0.0228571428571429
ERR7738514_bin.65	0.04
ERR7738353_bin.2	0.171428571428571
ERR7745402_bin.53	0.0685714285714286
SRR17643927_bin.15	0.217142857142857
ERR7738594_bin.140	0.0228571428571429
ERR7745402_bin.58	0.04
SRR1761714_bin.11	0.142857142857143
SRR1761704_bin.2	0.08
ERR7738143_bin.31	0.102857142857143
SRR1761679_bin.6	0.194285714285714
SRR1761700_bin.15	0.131428571428571
ERR7738253_bin.106	0.0228571428571429
ERR7738578_bin.96	0.0114285714285714
ERR7738537_bin.66	0.102857142857143
ERR7738276_bin.61	0.108571428571429
ERR7738597_bin.60	0.205714285714286
SRR1761676_bin.3	0.0514285714285714
ERR7738622_bin.131	0.125714285714286
ERR7738624_bin.208	0.16
SRR1761714_bin.12	0.182857142857143
ERR7738558_bin.100	0.04
ERR7738277_bin.2	0.12
ERR7738143_bin.19	0.0742857142857143
ERR7738547_bin.49	0.0571428571428571
ERR7738558_bin.19	0.177142857142857
ERR7738622_bin.74	0.0457142857142857
ERR7738553_bin.66	0.04
ERR7738616_bin.69	0.217142857142857
ERR7738629_bin.13	0.0857142857142857
ERR7738620_bin.7	0.0171428571428571
SRR1761702_bin.12	0.125714285714286
ERR7738553_bin.57	0.0742857142857143
ERR7738143_bin.52	0.12
ERR7738553_bin.92	0.0571428571428571
SRR17643474_bin.9	0.16
ERR7738549_bin.17	0.28
ERR7738611_bin.21	0.0971428571428571
SRR17643531_bin.2	0.0971428571428571
SRR17643924_bin.7	0.0628571428571429
ERR7745787_bin.22	0.0171428571428571
ERR7738611_bin.124	0.0514285714285714
SRR1761714_bin.6	0.0971428571428571
ERR7745819_bin.17	0.0685714285714286
ERR7738215_bin.25	0.211428571428571
SRR17643927_bin.4	0.0628571428571429
SRR17643474_bin.34	0.228571428571429
ERR11604942_bin.15	0.131428571428571
ERR7738558_bin.106	0.0457142857142857
SRR1761718_bin.28	0.245714285714286
ERR11604941_bin.6	0.102857142857143
ERR7738624_bin.81	0.08
ERR7738938_bin.68	0.177142857142857
ERR7738158_bin.71	0.142857142857143
SRR17643452_bin.26	0.0285714285714286
SRR1761713_bin.16	0.125714285714286
ERR7738515_bin.19	0.114285714285714
ERR7738629_bin.83	0.142857142857143
ERR7738622_bin.150	0.16
ERR7738624_bin.41	0.0628571428571429
SRR17643652_bin.28	0.0514285714285714
SRR1761702_bin.25	0.217142857142857
ERR7738562_bin.34	0.0914285714285714
ERR7738166_bin.55	0.0857142857142857
ERR7738630_bin.27	0.165714285714286
ERR7738622_bin.64	0.12
ERR7746398_bin.39	0.08
ERR7738515_bin.40	0.0628571428571429
SRR17643531_bin.12	0.188571428571429
ERR7738158_bin.18	0.131428571428571
SRR1761703_bin.17	0.0971428571428571
ERR7738612_bin.83	0.114285714285714
ERR7738514_bin.41	0.0514285714285714
ERR7738630_bin.105	0.114285714285714
ERR7745819_bin.3	0.0057142857142857
ERR7738624_bin.190	0.177142857142857
SRR1761716_bin.18	0.16
SRR1761721_bin.21	0.04
SRR1761699_bin.14	0.102857142857143
SRR1761677_bin.7	0.257142857142857
ERR7738608_bin.9	0.0285714285714286
ERR7738620_bin.34	0.211428571428571
SRR1761695_bin.13	0.04
ERR7738158_bin.22	0.0914285714285714
SRR1761718_bin.1	0.0685714285714286
ERR7738630_bin.17	0.0057142857142857
ERR7745831_bin.43	0.137142857142857
ERR7738578_bin.54	0.114285714285714
SRR1761710_bin.11	0.0628571428571429
ERR7738937_bin.38	0.142857142857143
ERR7738514_bin.84	0.0742857142857143
ERR7738580_bin.14	0.0628571428571429
SRR1761686_bin.15	0.04
SRR1761707_bin.10	0.154285714285714
ERR7738158_bin.36	0.177142857142857
ERR7738253_bin.71	0.0628571428571429
ERR7738514_bin.30	0.0228571428571429
ERR7738937_bin.10	0.125714285714286
ERR7738597_bin.75	0.302857142857143
ERR7738608_bin.5	0.12
ERR7738546_bin.10	0.154285714285714
SRR1761678_bin.14	0.0685714285714286
ERR7738608_bin.6	0.102857142857143
ERR7738630_bin.44	0.137142857142857
SRR17643458_bin.17	0.234285714285714
ERR7746440_bin.86	0.0685714285714286
ERR7738622_bin.67	0.262857142857143
