;Genome;original_bin;phylum;class;order;family;genus;species
1025;MGYG000001078;ERR7745819_bin.15;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor sp934394515
1026;MGYG000001511;SRR17643913_bin.11;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;
1027;MGYG000001410;SRR17643460_bin.17;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter ornithocaccae
1028;MGYG000000695;ERR7738611_bin.99;Bacillota_A;Clostridia;Christensenellales;CAG-74;RUG563;RUG563 sp934630705
1029;MGYG000000277;ERR7738277_bin.46;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900554145
1030;MGYG000000307;ERR7738514_bin.63;Bacillota_A;Clostridia;UMGS1883;UMGS1540;UMGS1540;UMGS1540 sp900552775
1031;MGYG000000889;ERR7738630_bin.1;Bacillota_A;Clostridia;Christensenellales;DTU072;CAG-1782;CAG-1782 sp905210905
1032;MGYG000000325;ERR7738515_bin.30;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp001916055
1033;MGYG000000097;ERR7738143_bin.93;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;Oribacterium sp900772695
1034;MGYG000000292;ERR7738514_bin.111;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola
1035;MGYG000000944;ERR7738630_bin.52;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Enterenecus;Enterenecus sp934675115
1036;MGYG000000964;ERR7738630_bin.95;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-475;CAG-475 sp900550855
1037;MGYG000000793;ERR7738622_bin.143;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02;F23-B02 sp004553495
1038;MGYG000000783;ERR7738620_bin.92;Bacillota_A;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;Monoglobus pectinilyticus
1039;MGYG000001515;SRR17643913_bin.18;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Faecalimonas;Faecalimonas umbilicata
1040;MGYG000000713;ERR7738612_bin.40;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-238;CAG-238 sp934271235
1041;MGYG000000299;ERR7738514_bin.38;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp934149075
1042;MGYG000001279;SRR1761701_bin.8;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella uli_B
1043;MGYG000001253;SRR1761697_bin.15;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp000438355
1044;MGYG000000887;ERR7738629_bin.79;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia sp934309475
1045;MGYG000000960;ERR7738630_bin.85;Bacillota_A;Clostridia;UMGS1840;UMGS1840;UMGS1840;UMGS1840 sp900555525
1046;MGYG000001434;SRR17643474_bin.5;Bacillota_A;Clostridia;Lachnospirales;CAG-274;CAG-274;CAG-274 sp000432155
1047;MGYG000000357;ERR7738537_bin.81;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum sp934504345
1048;MGYG000000362;ERR7738537_bin.92;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAKSCM01;CAKSCM01 sp934444365
1049;MGYG000000473;ERR7738558_bin.92;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor sp934394665
1050;MGYG000001517;SRR17643913_bin.20;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Clostridium_AQ;Clostridium_AQ innocuum
1051;MGYG000000908;ERR7738630_bin.128;Verrucomicrobiota;Lentisphaeria;Victivallales;UBA1829;UBA11452;UBA11452 sp003526375
1052;MGYG000000689;ERR7738611_bin.80;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Limivicinus;Limivicinus sp934573735
1053;MGYG000000437;ERR7738553_bin.25;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Copromonas;Copromonas sp900556965
1054;MGYG000001376;SRR1761720_bin.6;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella;Alloprevotella sp900772575
1055;MGYG000000858;ERR7738624_bin.77;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAKTEQ01;CAKTEQ01 sp934552825
1056;MGYG000000485;ERR7738562_bin.48;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium animalis
1057;MGYG000000012;ERR11604932_bin.4;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UBA1740;UBA1740 sp934371135
1058;MGYG000000874;ERR7738629_bin.31;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R sp934561735
1059;MGYG000000647;ERR7738608_bin.70;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAKSIP01;CAKSIP01 sp934462825
1060;MGYG000000359;ERR7738537_bin.84;Bacillota;Bacilli;RF39;UBA660;CAG-877;CAG-877 sp934157235
1061;MGYG000000176;ERR7738185_bin.39;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA6857;UBA6857 sp934511365
1062;MGYG000000068;ERR11604951_bin.15;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;
1063;MGYG000000985;ERR7738937_bin.63;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;CABJAA01;CABJAA01 sp003150885
1064;MGYG000000135;ERR7738166_bin.31;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-492;
1065;MGYG000000918;ERR7738630_bin.164;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UBA1740;UBA1740 sp934467435
1066;MGYG000000318;ERR7738514_bin.94;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdivicinus;Merdivicinus sp900555435
1067;MGYG000001567;SRR17643968_bin.11;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;
1068;MGYG000000672;ERR7738611_bin.164;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;SFIE01;SFIE01 sp004555405
1069;MGYG000000370;ERR7738545_bin.23;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Stercorousia;Stercorousia sp934717855
1070;MGYG000000873;ERR7738629_bin.23;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;HGM13010;HGM13010 sp905214605
1071;MGYG000000912;ERR7738630_bin.146;Bacillota_A;Clostridia;Oscillospirales;CAG-272;Avispirillum;Avispirillum sp900555345
1072;MGYG000000794;ERR7738622_bin.144;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter;Oxalobacter sp934277985
1073;MGYG000000865;ERR7738624_bin.92;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1484;UMGS1484 sp900552285
1074;MGYG000001201;SRR1761685_bin.7;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium_B;Lachnoclostridium_B faecipullorum
1075;MGYG000000638;ERR7738608_bin.54;Bacillota_A;Clostridia;TANB77;UBA1234;UBA1234;UBA1234 sp934132775
1076;MGYG000000170;ERR7738185_bin.29;Bacillota_A;Clostridia;Oscillospirales;CAG-272;Firm-07;Firm-07 sp900770145
1077;MGYG000001521;SRR17643916_bin.1;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Sutterella;Sutterella wadsworthensis_A
1078;MGYG000001452;SRR17643482_bin.23;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Evtepia;Evtepia excrementipullorum
1079;MGYG000000955;ERR7738630_bin.79;Bacillota_A;Clostridia;UBA1381;UBA1381;CAKSFT01;CAKSFT01 sp934444735
1080;MGYG000000478;ERR7738562_bin.26;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis_A
1081;MGYG000000542;ERR7738594_bin.132;Bacillota_A;Clostridia;Christensenellales;UBA1242;UMGS687;UMGS687 sp900544595
1082;MGYG000001421;SRR17643467_bin.15;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp003466125
1083;MGYG000000127;ERR7738166_bin.124;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UMGS1668;UMGS1668 sp900553955
1084;MGYG000000205;ERR7738215_bin.48;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-882;CAG-882 sp000435595
1085;MGYG000000612;ERR7738608_bin.103;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;Merdousia;Merdousia sp900548275
1086;MGYG000000909;ERR7738630_bin.129;Bacillota_A;Clostridia;Christensenellales;UBA1242;UMGS1470;UMGS1470 sp900552105
1087;MGYG000000169;ERR7738185_bin.28;Bacillota_A;Clostridia;Christensenellales;Pumilibacteraceae;UBA10677;UBA10677 sp900767465
1088;MGYG000000257;ERR7738267_bin.29;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;CAG-196;CAG-196 sp934757275
1089;MGYG000000229;ERR7738253_bin.13;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA11475;UBA11475 sp003538975
1090;MGYG000000936;ERR7738630_bin.33;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;UBA71;UBA71 sp002504495
1091;MGYG000000694;ERR7738611_bin.97;Bacillota;Bacilli;RF39;UBA660;CAG-884;CAG-884 sp934162555
1092;MGYG000001121;ERR7746398_bin.2;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_D;Campylobacter_D sp934728065
1093;MGYG000000146;ERR7738166_bin.68;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA737;UBA737 sp934457415
1094;MGYG000000644;ERR7738608_bin.68;Pseudomonadota;Alphaproteobacteria;Rs-D84;CACZYB01;CACZYB01;CACZYB01 sp934246625
1095;MGYG000000641;ERR7738608_bin.59;Bacillota_A;Clostridia;TANB77;CAG-508;UMGS1663;UMGS1663 sp934157035
1096;MGYG000001518;SRR17643913_bin.22;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus provencensis
1097;MGYG000001186;SRR1761681_bin.6;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Caecibacter;Caecibacter hominis
1098;MGYG000000143;ERR7738166_bin.57;Bacillota;Bacilli;RF39;UBA660;Scybalousia;Scybalousia sp900542735
1099;MGYG000000898;ERR7738630_bin.114;Bacillota_A;Clostridia;Christensenellales;UBA1242;UBA11490;UBA11490 sp934748015
1100;MGYG000000355;ERR7738537_bin.7;Bacillota;Bacilli;RF39;UBA660;CAG-877;CAG-877 sp934168205
1101;MGYG000001290;SRR1761703_bin.20;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;RUG841;RUG841 sp900772035
1102;MGYG000001329;SRR1761711_bin.5;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA5905;UBA5905 sp900549155
1103;MGYG000001037;ERR7745402_bin.8;Bacillota_A;Clostridia;Christensenellales;DTU072;CAG-1782;CAG-1782 sp002349735
1104;MGYG000001506;SRR17643804_bin.17;Bacillota_A;Clostridia;Monoglobales;Monoglobaceae;UMGS1820;UMGS1820 sp900545865
1105;MGYG000001067;ERR7745787_bin.61;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-95;CAG-95 sp900066375
1106;MGYG000001507;SRR17643804_bin.18;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Stercorousia;Stercorousia sp900769355
1107;MGYG000000398;ERR7738546_bin.73;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp003507395
1108;MGYG000000354;ERR7738537_bin.68;Bacillota_A;Clostridia;Oscillospirales;UMGS1783;CAKSHC01;CAKSHC01 sp934456365
1109;MGYG000000208;ERR7738215_bin.61;Bacillota;Bacilli;Acholeplasmatales;Anaeroplasmataceae;Anaeroplasma;Anaeroplasma sp934216145
1110;MGYG000000693;ERR7738611_bin.95;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema_D;Treponema_D sp002395155
1111;MGYG000001222;SRR1761689_bin.22;Bacillota_A;Clostridia;Christensenellales;CAG-138;UBA1685;UBA1685 sp002320595
1112;MGYG000001577;SRR17643968_bin.4;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02;
1113;MGYG000000174;ERR7738185_bin.36;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UBA1740;UBA1740 sp004558975
1114;MGYG000000893;ERR7738630_bin.107;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;CAG-115;CAG-115 sp934446355
1115;MGYG000001545;SRR17643924_bin.25;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter faecigallinarum
1116;MGYG000000571;ERR7738597_bin.6;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp001916035
1117;MGYG000001470;SRR17643521_bin.1;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus mucosae
1118;MGYG000000023;ERR11604936_bin.10;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;HGM13233;HGM13233 sp900762805
1119;MGYG000000613;ERR7738608_bin.108;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter sp900772675
1120;MGYG000000929;ERR7738630_bin.20;Bacillota;Bacilli;RF39;UBA660;UMGS1124;UMGS1124 sp934089255
1121;MGYG000000624;ERR7738608_bin.141;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;CAKUIA01;CAKUIA01 sp934613415
1122;MGYG000000625;ERR7738608_bin.147;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;KLE1615;KLE1615 sp905214365
1123;MGYG000001223;SRR1761689_bin.8;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium sp900544795
1124;MGYG000000262;ERR7738276_bin.11;Pseudomonadota;Gammaproteobacteria;Enterobacterales_A;Pasteurellaceae;Aggregatibacter;Aggregatibacter segnis_A
1125;MGYG000000594;ERR7738604_bin.34;Bacillota;Bacilli;RF39;UBA660;UMGS1498;UMGS1498 sp934153945
1126;MGYG000000337;ERR7738537_bin.114;Bacillota;Bacilli;RF39;UBA660;RUG12783;RUG12783 sp934167885
1127;MGYG000000894;ERR7738630_bin.109;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-492;CAG-492 sp000434015
1128;MGYG000000329;ERR7738515_bin.39;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900550705
1129;MGYG000001486;SRR17643657_bin.27;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA6984;UBA6984 sp003258725
1130;MGYG000000335;ERR7738537_bin.105;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-841;CAG-841 sp900544285
1131;MGYG000001161;SRR1761677_bin.24;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia_A;Slackia_A isoflavoniconvertens
1132;MGYG000000891;ERR7738630_bin.104;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;HGM12789;HGM12789 sp934667845
1133;MGYG000001177;SRR1761680_bin.16;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Fimisoma;Fimisoma sp000435715
1134;MGYG000000339;ERR7738537_bin.123;Bacillota_A;Clostridia;Christensenellales;CAG-74;SFMI01;SFMI01 sp934647235
1135;MGYG000000976;ERR7738937_bin.41;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Pseudoscilispira;Pseudoscilispira sp018369915
1136;MGYG000001356;SRR1761716_bin.9;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A;Butyrivibrio_A sp000431815
1137;MGYG000000160;ERR7738182_bin.5;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Zag111;Zag111 sp934692295
1138;MGYG000001455;SRR17643504_bin.26;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter hormaechei_A
